Corp. No.,Corporation Name,School No.,School Name,Voucher students from this district (2016-2017)
7350,Northwestern Consolidated School Corporation,C396,Burge Terrace Christian School,
7350,Northwestern Consolidated School Corporation,C265,Nativity School,
7350,Northwestern Consolidated School Corporation,C320,Roncalli High School,
7350,Northwestern Consolidated School Corporation,C325,Suburban Christian School,
7350,Northwestern Consolidated School Corporation,C773,The Oaks Academy,
3470,Northwestern School Corporation,B009,Crossing Educational Center,
3470,Northwestern School Corporation,B367,Redeemer Lutheran School,
3470,Northwestern School Corporation,B395,Saints Joan of Arc & Patrick School,
5625,Oak Hill United School Corporation,B009,Crossing Educational Center,
5625,Oak Hill United School Corporation,B145,Lakeview Christian School,
5625,Oak Hill United School Corporation,C190,Saint Mary School,
5625,Oak Hill United School Corporation,B136,The King's Academy,
7495,Oregon-Davis School Corporation,D375,Saint Peter Lutheran School,
7175,Penn-Harris-Madison School Corporation,D230,Christ The King School,
7175,Penn-Harris-Madison School Corporation,D305,Community Baptist Christian School,
7175,Penn-Harris-Madison School Corporation,D189,Covenant Christian School,11
7175,Penn-Harris-Madison School Corporation,B009,Crossing Educational Center,
7175,Penn-Harris-Madison School Corporation,A990,Elkhart Christian Academy,23
7175,Penn-Harris-Madison School Corporation,D310,Granger Christian School,23
7175,Penn-Harris-Madison School Corporation,D165,Marian High School,40
7175,Penn-Harris-Madison School Corporation,D315,Michiana Christian School,
7175,Penn-Harris-Madison School Corporation,D177,Mishawaka Catholic School,13
7175,Penn-Harris-Madison School Corporation,D198,Queen of Peace School,50
7175,Penn-Harris-Madison School Corporation,D317,Resurrection Lutheran Academy,
7175,Penn-Harris-Madison School Corporation,D260,Saint Anthony De Padua School,16
7175,Penn-Harris-Madison School Corporation,D270,Saint Joseph School,
7175,Penn-Harris-Madison School Corporation,D225,Saint Joseph's High School,21
7175,Penn-Harris-Madison School Corporation,D275,Saint Jude Catholic School,
7175,Penn-Harris-Madison School Corporation,D285,Saint Matthew Cathedral School,
7175,Penn-Harris-Madison School Corporation,D164,Saint Pius X Catholic School,46
7175,Penn-Harris-Madison School Corporation,A980,Saint Vincent DePaul School,
7175,Penn-Harris-Madison School Corporation,D300,South Bend Junior Academy School,
7175,Penn-Harris-Madison School Corporation,D217,Trinity School At Greenlawn,12
5635,Peru Community Schools,D805,Saint Bernard Elementary School,
6445,Pike County School Corporation,B565,Flaget Elementary School,
6445,Pike County School Corporation,B105,Saint Joseph School,
3330,Plainfield Community School Corporation,B290,Bethesda Christian School,
3330,Plainfield Community School Corporation,C715,Cardinal Ritter High School,
3330,Plainfield Community School Corporation,C527,Covenant Christian High School,
3330,Plainfield Community School Corporation,C514,Crosspointe Christian Academy,
3330,Plainfield Community School Corporation,C600,Immaculate Heart of Mary School,
3330,Plainfield Community School Corporation,B295,Kingsway Christian School,
3330,Plainfield Community School Corporation,C270,Lutheran High School,
3330,Plainfield Community School Corporation,C965,Mooresville Christian Academy,
3330,Plainfield Community School Corporation,C512,Our Shepherd Lutheran School,
3330,Plainfield Community School Corporation,C623,Providence Cristo Rey High School,
3330,Plainfield Community School Corporation,B300,Saint Susanna School,15
3330,Plainfield Community School Corporation,C773,The Oaks Academy,
3330,Plainfield Community School Corporation,C375,Traders Point Christian Academy,
5485,Plymouth Community School Corporation,B009,Crossing Educational Center,
5485,Plymouth Community School Corporation,D165,Marian High School,
5485,Plymouth Community School Corporation,C855,Saint Michael School,56
6550,Portage Township Schools,B806,Ambassador Christian Academy,
6550,Portage Township Schools,B760,Andrean High School,10
6550,Portage Township Schools,B764,Avicenna Academy,
6550,Portage Township Schools,B815,Calumet Christian School,
6550,Portage Township Schools,C125,Marquette Catholic High School,
6550,Portage Township Schools,D065,Nativity of Our Savior School,25
6550,Portage Township Schools,D080,Portage Christian School,77
6550,Portage Township Schools,B835,Saint Mary Catholic Community School,
6550,Portage Township Schools,D050,Saint Patrick School,
6550,Portage Township Schools,C120,Saint Stanislaus Kostka School,
6550,Portage Township Schools,D073,Victory Christian Academy,20
6520,Porter Township School Corporation,B755,Aquinas School at Saint Andrew's,
6520,Porter Township School Corporation,C125,Marquette Catholic High School,
6520,Porter Township School Corporation,B747,Midwest Elite Preparatory Academy,
6520,Porter Township School Corporation,B965,Saint John The Baptist School,
6520,Porter Township School Corporation,B835,Saint Mary Catholic Community School,
6520,Porter Township School Corporation,D085,Saint Paul Catholic School,
6520,Porter Township School Corporation,B850,Trinity Lutheran School,
6520,Porter Township School Corporation,D073,Victory Christian Academy,
4515,Prairie Heights Community School Corporation,A120,Bishop Dwenger High School,
6825,Randolph Central School Corporation,A790,Saint Lawrence School,
6835,Randolph Eastern School Corporation,D130,Saint Louis School,
6805,Randolph Southern School Corporation,D842,Seton Catholic High School,
3815,Rensselaer Central School Corporation,B469,Covenant Christian High School,
3815,Rensselaer Central School Corporation,B470,DeMotte Christian School,
3815,Rensselaer Central School Corporation,B475,Saint Augustine School,25
5705,Richland-Bean Blossom Community School Corporation,C905,Adventist Christian Elementary,
5705,Richland-Bean Blossom Community School Corporation,C933,Clear Creek Christian School,
5705,Richland-Bean Blossom Community School Corporation,C927,Lighthouse Christian Academy,25
5705,Richland-Bean Blossom Community School Corporation,C899,Pinnacle School,
5705,Richland-Bean Blossom Community School Corporation,C900,Saint Charles Borromeo School,
5705,Richland-Bean Blossom Community School Corporation,C940,Tabernacle Christian Schools,
8385,Richmond Community Schools,D862,Community Christian School,38
8385,Richmond Community Schools,B190,Indiana Academy,
8385,Richmond Community Schools,C623,Providence Cristo Rey High School,
8385,Richmond Community Schools,D860,Richmond Academy,34
8385,Richmond Community Schools,D840,Saint Elizabeth Ann Seton School,133
8385,Richmond Community Schools,D842,Seton Catholic High School,68
6080,Rising Sun-Ohio County Community School Corporation,D135,Oldenburg Academy,
6080,Rising Sun-Ohio County Community School Corporation,A700,Saint Lawrence School,
6080,Rising Sun-Ohio County Community School Corporation,A690,Saint Mary School,
4590,River Forest Community School Corporation,B760,Andrean High School,
4590,River Forest Community School Corporation,D080,Portage Christian School,
4590,River Forest Community School Corporation,B835,Saint Mary Catholic Community School,
4590,River Forest Community School Corporation,D073,Victory Christian Academy,
2645,Rochester Community School Corporation,,,
1180,Rossville Consolidated School District,D415,Central Catholic Jr/Sr High School,
1180,Rossville Consolidated School District,B009,Crossing Educational Center,
1180,Rossville Consolidated School District,D452,Faith Christian School,
6995,Rush County Schools,A724,Good Shepherd Christian Academy,
6995,Rush County Schools,B725,Howe School,
6995,Rush County Schools,D335,Saint Joseph School,
6995,Rush County Schools,D140,Saint Mary Elementary School,48
6995,Rush County Schools,A730,Saint Mary School,
8205,Salem Community Schools,B045,Christian Academy of Indiana,
8205,Salem Community Schools,D329,Grace Christian Academy,
4670,School City of East Chicago,B806,Ambassador Christian Academy,
4670,School City of East Chicago,B760,Andrean High School,
4670,School City of East Chicago,B970,Bishop Noll Institute,102
4670,School City of East Chicago,B815,Calumet Christian School,10
4670,School City of East Chicago,B748,Faith Academy,
4670,School City of East Chicago,C020,Highland Christian School,
4670,School City of East Chicago,B951,Morning Star Academy,
4670,School City of East Chicago,C025,Our Lady Of Grace School,13
4670,School City of East Chicago,D080,Portage Christian School,
4670,School City of East Chicago,B950,Saint Casimir School,35
4670,School City of East Chicago,B960,Saint John Bosco School,
4670,School City of East Chicago,B965,Saint John The Baptist School,18
4670,School City of East Chicago,B930,Saint Mary School,22
4670,School City of East Chicago,C065,Saint Paul's Lutheran School,
4670,School City of East Chicago,B865,Saint Stanislaus School,142
4670,School City of East Chicago,C060,Saint Thomas More School,
4710,School City of Hammond,B806,Ambassador Christian Academy,
4710,School City of Hammond,B760,Andrean High School,10
4710,School City of Hammond,B764,Avicenna Academy,
4710,School City of Hammond,B970,Bishop Noll Institute,134
4710,School City of Hammond,B815,Calumet Christian School,39
4710,School City of Hammond,C020,Highland Christian School,48
4710,School City of Hammond,B747,Midwest Elite Preparatory Academy,
4710,School City of Hammond,B951,Morning Star Academy,
4710,School City of Hammond,C025,Our Lady Of Grace School,42
4710,School City of Hammond,D080,Portage Christian School,
4710,School City of Hammond,B950,Saint Casimir School,275
4710,School City of Hammond,B960,Saint John Bosco School,154
4710,School City of Hammond,B965,Saint John The Baptist School,69
4710,School City of Hammond,B930,Saint Mary School,19
4710,School City of Hammond,C065,Saint Paul's Lutheran School,20
4710,School City of Hammond,B865,Saint Stanislaus School,18
4710,School City of Hammond,C060,Saint Thomas More School,46
4730,School City of Hobart,B806,Ambassador Christian Academy,
4730,School City of Hobart,B760,Andrean High School,
4730,School City of Hobart,B755,Aquinas School at Saint Andrew's,
4730,School City of Hobart,C020,Highland Christian School,
4730,School City of Hobart,C125,Marquette Catholic High School,
4730,School City of Hobart,D065,Nativity of Our Savior School,
4730,School City of Hobart,D080,Portage Christian School,44
4730,School City of Hobart,B960,Saint John Bosco School,
4730,School City of Hobart,B835,Saint Mary Catholic Community School,
4730,School City of Hobart,B930,Saint Mary School,
4730,School City of Hobart,C050,Trinity Lutheran School,10
4730,School City of Hobart,D073,Victory Christian Academy,
7200,School City of Mishawaka,D230,Christ The King School,
7200,School City of Mishawaka,D305,Community Baptist Christian School,
7200,School City of Mishawaka,D189,Covenant Christian School,16
7200,School City of Mishawaka,B009,Crossing Educational Center,
7200,School City of Mishawaka,A990,Elkhart Christian Academy,
7200,School City of Mishawaka,D310,Granger Christian School,
7200,School City of Mishawaka,D165,Marian High School,49
7200,School City of Mishawaka,D315,Michiana Christian School,
7200,School City of Mishawaka,D177,Mishawaka Catholic School,81
7200,School City of Mishawaka,D249,New Vision Christian Academy,24
7200,School City of Mishawaka,D198,Queen of Peace School,21
7200,School City of Mishawaka,D260,Saint Anthony De Padua School,11
7200,School City of Mishawaka,D270,Saint Joseph School,
7200,School City of Mishawaka,D225,Saint Joseph's High School,
7200,School City of Mishawaka,D275,Saint Jude Catholic School,
7200,School City of Mishawaka,D285,Saint Matthew Cathedral School,16
7200,School City of Mishawaka,D164,Saint Pius X Catholic School,
7200,School City of Mishawaka,D195,South Bend Hebrew Day School,
7200,School City of Mishawaka,D217,Trinity School At Greenlawn,
4720,School Town of Highland,B760,Andrean High School,
4720,School Town of Highland,B764,Avicenna Academy,
4720,School Town of Highland,B970,Bishop Noll Institute,
4720,School Town of Highland,B815,Calumet Christian School,
4720,School Town of Highland,C020,Highland Christian School,19
4720,School Town of Highland,C025,Our Lady Of Grace School,17
4720,School Town of Highland,B930,Saint Mary School,
4720,School Town of Highland,B775,Saint Michael School,
4720,School Town of Highland,C065,Saint Paul's Lutheran School,
4720,School Town of Highland,C060,Saint Thomas More School,
4740,School Town of Munster,B760,Andrean High School,
4740,School Town of Munster,B970,Bishop Noll Institute,
4740,School Town of Munster,C020,Highland Christian School,
4740,School Town of Munster,B960,Saint John Bosco School,
4740,School Town of Munster,C065,Saint Paul's Lutheran School,
4740,School Town of Munster,C060,Saint Thomas More School,
5400,School Town of Speedway,B290,Bethesda Christian School,
5400,School Town of Speedway,C360,Brebeuf Jesuit Preparatory School,
5400,School Town of Speedway,C690,Capitol City Seventh Day Adventist Church School,
5400,School Town of Speedway,C715,Cardinal Ritter High School,
5400,School Town of Speedway,C700,Cathedral High School,
5400,School Town of Speedway,C514,Crosspointe Christian Academy,
5400,School Town of Speedway,B295,Kingsway Christian School,
5400,School Town of Speedway,C628,MTI School of Knowledge,
5400,School Town of Speedway,C623,Providence Cristo Rey High School,
5400,School Town of Speedway,D255,Saint Adalbert School,
5400,School Town of Speedway,C795,Saint Christopher School,14
7230,Scott County School District I,D329,Grace Christian Academy,16
7255,Scott County School District II,B493,Christian Academy of Madison,
7255,Scott County School District II,D329,Grace Christian Academy,45
7255,Scott County School District II,B445,Immanuel Lutheran School,
7255,Scott County School District II,A575,Our Lady Of Providence High School,
7255,Scott County School District II,B510,Pope John XXIII School,
7255,Scott County School District II,A570,Sacred Heart School,
7255,Scott County School District II,B455,Seymour Christian Academy,
7255,Scott County School District II,B505,Shawe Memorial High School,
3675,Seymour Community Schools,D329,Grace Christian Academy,
3675,Seymour Community Schools,B445,Immanuel Lutheran School,88
3675,Seymour Community Schools,B440,Saint Ambrose School,59
3675,Seymour Community Schools,B450,Saint John Lutheran School,
3675,Seymour Community Schools,B455,Seymour Christian Academy,66
3675,Seymour Community Schools,B452,Trinity Lutheran High School,36
3675,Seymour Community Schools,A430,White Creek Lutheran School,
7285,Shelby Eastern Schools,C320,Roncalli High School,
7285,Shelby Eastern Schools,D335,Saint Joseph School,
7365,Shelbyville Central Schools,C265,Nativity School,
7365,Shelbyville Central Schools,C320,Roncalli High School,
7365,Shelbyville Central Schools,D335,Saint Joseph School,38
7365,Shelbyville Central Schools,C310,Saint Roch School,
7365,Shelbyville Central Schools,B518,Saint Rose of Lima School,
7365,Shelbyville Central Schools,C710,Scecina Memorial School,
7365,Shelbyville Central Schools,C325,Suburban Christian School,
3435,Shenandoah School Corporation,A746,Heritage Hall Christian School,
3435,Shenandoah School Corporation,C175,Indiana Christian Academy,
3435,Shenandoah School Corporation,C226,Liberty Christian Elementary,
3435,Shenandoah School Corporation,C225,Liberty Christian School,
3055,Sheridan Community Schools,,,
5520,Shoals Community School Corporation,C160,Saint Vincent DePaul School,
8625,Smith-Green Community Schools,A200,Suburban Bethlehem Lutheran School,
8625,Smith-Green Community Schools,D907,TROY Center,
35,South Adams Schools,B009,Crossing Educational Center,
7205,South Bend Community School Corporation,D230,Christ The King School,126
7205,South Bend Community School Corporation,D305,Community Baptist Christian School,100
7205,South Bend Community School Corporation,D235,Corpus Christi School,80
7205,South Bend Community School Corporation,D189,Covenant Christian School,50
7205,South Bend Community School Corporation,B009,Crossing Educational Center,55
7205,South Bend Community School Corporation,A990,Elkhart Christian Academy,12
7205,South Bend Community School Corporation,D310,Granger Christian School,79
7205,South Bend Community School Corporation,D240,Holy Cross School,153
7205,South Bend Community School Corporation,D245,Holy Family School,157
7205,South Bend Community School Corporation,B725,Howe School,
7205,South Bend Community School Corporation,B190,Indiana Academy,
7205,South Bend Community School Corporation,D165,Marian High School,221
7205,South Bend Community School Corporation,D315,Michiana Christian School,28
7205,South Bend Community School Corporation,D177,Mishawaka Catholic School,64
7205,South Bend Community School Corporation,D158,North Liberty Christian School,
7205,South Bend Community School Corporation,D250,Our Lady Of Hungary School,179
7205,South Bend Community School Corporation,D198,Queen of Peace School,13
7205,South Bend Community School Corporation,D317,Resurrection Lutheran Academy,17
7205,South Bend Community School Corporation,D255,Saint Adalbert School,195
7205,South Bend Community School Corporation,D260,Saint Anthony De Padua School,102
7205,South Bend Community School Corporation,D265,Saint John The Baptist School,67
7205,South Bend Community School Corporation,D270,Saint Joseph School,81
7205,South Bend Community School Corporation,D225,Saint Joseph's High School,258
7205,South Bend Community School Corporation,D275,Saint Jude Catholic School,107
7205,South Bend Community School Corporation,D285,Saint Matthew Cathedral School,236
7205,South Bend Community School Corporation,D164,Saint Pius X Catholic School,34
7205,South Bend Community School Corporation,A980,Saint Vincent DePaul School,
7205,South Bend Community School Corporation,D195,South Bend Hebrew Day School,79
7205,South Bend Community School Corporation,D300,South Bend Junior Academy School,19
7205,South Bend Community School Corporation,D217,Trinity School At Greenlawn,50
4940,South Central Community School Corporation,D073,Victory Christian Academy,
1600,South Dearborn Community School Corporation,D135,Oldenburg Academy,
1600,South Dearborn Community School Corporation,A695,Saint John Evangelical Lutheran School,19
1600,South Dearborn Community School Corporation,A700,Saint Lawrence School,
1600,South Dearborn Community School Corporation,D130,Saint Louis School,
1600,South Dearborn Community School Corporation,A690,Saint Mary School,42
1600,South Dearborn Community School Corporation,A685,Saint Paul Catholic School,
2765,South Gibson School Corporation,B115,Holy Cross School,24
2765,South Gibson School Corporation,B120,Saint James School,39
2765,South Gibson School Corporation,B125,Saints Peter & Paul School,
3190,South Harrison Community Schools,B045,Christian Academy of Indiana,
3190,South Harrison Community Schools,B050,Holy Family School,
3190,South Harrison Community Schools,A575,Our Lady Of Providence High School,
3190,South Harrison Community Schools,B275,Saint John Lutheran School,
3190,South Harrison Community Schools,B280,Saint Joseph School,32
3415,South Henry School Corporation,A746,Heritage Hall Christian School,
3415,South Henry School Corporation,D140,Saint Mary Elementary School,
4325,South Knox School Corporation,B565,Flaget Elementary School,
4325,South Knox School Corporation,B560,Rivet Middle & High School,
5255,South Madison Community School Corporation,B161,Fishers Christian Academy,
5255,South Madison Community School Corporation,A746,Heritage Hall Christian School,
5255,South Madison Community School Corporation,C211,Holy Cross School,
5255,South Madison Community School Corporation,C282,Horizon Christian School,
5255,South Madison Community School Corporation,C175,Indiana Christian Academy,
5255,South Madison Community School Corporation,C226,Liberty Christian Elementary,
5255,South Madison Community School Corporation,C225,Liberty Christian School,
5255,South Madison Community School Corporation,B297,The Oaks Academy - Brookside,
5845,South Montgomery Community School Corporation,C527,Covenant Christian High School,
5845,South Montgomery Community School Corporation,B295,Kingsway Christian School,
5995,South Newton School Corporation,,,
6865,South Ripley Community School Corporation,B493,Christian Academy of Madison,
6865,South Ripley Community School Corporation,D135,Oldenburg Academy,
6865,South Ripley Community School Corporation,D130,Saint Louis School,
6865,South Ripley Community School Corporation,A690,Saint Mary School,
7445,South Spencer County School Corporation,D535,Reitz Memorial High School,
7445,South Spencer County School Corporation,D370,Saint Bernard School,60
8020,South Vermillion Community School Corporation,,,
2100,Southeast Dubois County School Corporation,,,
2455,Southeast Fountain School Corporation,B085,Covington Christian School,
815,Southeastern School Corporation,B395,Saints Joan of Arc & Patrick School,
3115,Southern Hancock County Community School Corporation,C396,Burge Terrace Christian School,11
3115,Southern Hancock County Community School Corporation,C700,Cathedral High School,
3115,Southern Hancock County Community School Corporation,C495,Colonial Christian School,
3115,Southern Hancock County Community School Corporation,C281,Cornerstone Baptist Academy,
3115,Southern Hancock County Community School Corporation,C390,Holy Spirit School,
3115,Southern Hancock County Community School Corporation,C282,Horizon Christian School,
3115,Southern Hancock County Community School Corporation,C270,Lutheran High School,
3115,Southern Hancock County Community School Corporation,C605,Our Lady Of Lourdes School,
3115,Southern Hancock County Community School Corporation,C320,Roncalli High School,
3115,Southern Hancock County Community School Corporation,C440,Saint Matthew School,
3115,Southern Hancock County Community School Corporation,B265,Saint Michael School,
3115,Southern Hancock County Community School Corporation,C310,Saint Roch School,
2110,Southwest Dubois County School Corporation,A871,Holy Trinity Catholic School,
7360,Southwestern Consolidated School District Shelby County,C265,Nativity School,
7360,Southwestern Consolidated School District Shelby County,C320,Roncalli High School,
7360,Southwestern Consolidated School District Shelby County,B518,Saint Rose of Lima School,
4000,Southwestern-Jefferson County Consolidated Schools,B493,Christian Academy of Madison,16
4000,Southwestern-Jefferson County Consolidated Schools,B510,Pope John XXIII School,25
4000,Southwestern-Jefferson County Consolidated Schools,B505,Shawe Memorial High School,
6195,Spencer-Owen Community Schools,C933,Clear Creek Christian School,
6195,Spencer-Owen Community Schools,C927,Lighthouse Christian Academy,13
6195,Spencer-Owen Community Schools,C900,Saint Charles Borromeo School,
6195,Spencer-Owen Community Schools,C940,Tabernacle Christian Schools,
1560,Sunman-Dearborn Community School Corporation,D135,Oldenburg Academy,14
1560,Sunman-Dearborn Community School Corporation,A700,Saint Lawrence School,17
1560,Sunman-Dearborn Community School Corporation,D130,Saint Louis School,
1560,Sunman-Dearborn Community School Corporation,A685,Saint Paul Catholic School,41
7775,Switzerland County School Corporation,A724,Good Shepherd Christian Academy,
7775,Switzerland County School Corporation,B505,Shawe Memorial High School,
3460,Taylor Community School Corporation,B009,Crossing Educational Center,
3460,Taylor Community School Corporation,B249,Guerin Catholic High School,
3460,Taylor Community School Corporation,B367,Redeemer Lutheran School,10
3460,Taylor Community School Corporation,B395,Saints Joan of Arc & Patrick School,
7865,Tippecanoe School Corporation,D415,Central Catholic Jr/Sr High School,61
7865,Tippecanoe School Corporation,B009,Crossing Educational Center,
7865,Tippecanoe School Corporation,D452,Faith Christian School,99
7865,Tippecanoe School Corporation,B190,Indiana Academy,
7865,Tippecanoe School Corporation,D440,Lafayette Christian School,70
7865,Tippecanoe School Corporation,D420,Saint Boniface School,18
7865,Tippecanoe School Corporation,D435,Saint James Lutheran School,22
7865,Tippecanoe School Corporation,D425,Saint Lawrence Elementary School,42
7865,Tippecanoe School Corporation,D430,Saint Mary Cathedral School,33
4445,Tippecanoe Valley School Corporation,B595,Lakeland Christian Academy,
4445,Tippecanoe Valley School Corporation,B600,Warsaw Christian School,10
7945,Tipton Community School Corporation,B009,Crossing Educational Center,
7945,Tipton Community School Corporation,C375,Traders Point Christian Academy,
4915,Tri Township Consolidated School Corporation,D073,Victory Christian Academy,
7935,Tri-Central Community Schools,,,
8535,Tri-County School Corporation,B470,DeMotte Christian School,
8535,Tri-County School Corporation,D440,Lafayette Christian School,
8535,Tri-County School Corporation,D073,Victory Christian Academy,
4645,Tri-Creek School Corporation,B760,Andrean High School,
4645,Tri-Creek School Corporation,B469,Covenant Christian High School,
4645,Tri-Creek School Corporation,B771,Crown Point Christian School,
4645,Tri-Creek School Corporation,B470,DeMotte Christian School,12
4645,Tri-Creek School Corporation,B780,Saint John Evangelist School,
4645,Tri-Creek School Corporation,B835,Saint Mary Catholic Community School,
4645,Tri-Creek School Corporation,B850,Trinity Lutheran School,
5495,Triton School Corporation,B595,Lakeland Christian Academy,
8565,Twin Lakes School Corporation,D415,Central Catholic Jr/Sr High School,
8565,Twin Lakes School Corporation,D452,Faith Christian School,
8565,Twin Lakes School Corporation,D420,Saint Boniface School,
7950,Union County/College Corner Joint School District,D860,Richmond Academy,
7950,Union County/College Corner Joint School District,D842,Seton Catholic High School,
6795,Union School Corporation,A790,Saint Lawrence School,
6795,Union School Corporation,A795,Saint Mary School,
6530,Union Township School Corporation,D080,Portage Christian School,
7215,Union-North United School Corporation,D305,Community Baptist Christian School,
7215,Union-North United School Corporation,D165,Marian High School,
7215,Union-North United School Corporation,D315,Michiana Christian School,
7215,Union-North United School Corporation,D275,Saint Jude Catholic School,
7215,Union-North United School Corporation,C855,Saint Michael School,
6560,Valparaiso Community Schools,B764,Avicenna Academy,
6560,Valparaiso Community Schools,C125,Marquette Catholic High School,
6560,Valparaiso Community Schools,D065,Nativity of Our Savior School,
6560,Valparaiso Community Schools,D080,Portage Christian School,
6560,Valparaiso Community Schools,D085,Saint Paul Catholic School,10
6560,Valparaiso Community Schools,B850,Trinity Lutheran School,
6560,Valparaiso Community Schools,D073,Victory Christian Academy,63
8030,Vigo County School Corporation,D720,Saint Patrick School,128
8030,Vigo County School Corporation,D748,Terre Haute Seventh Day Adventist School,14
4335,Vincennes Community School Corporation,B565,Flaget Elementary School,62
4335,Vincennes Community School Corporation,B560,Rivet Middle & High School,41
4335,Vincennes Community School Corporation,A660,Washington Catholic Middle/High School,
8060,Wabash City Schools,D805,Saint Bernard Elementary School,16
2285,Wa-Nee Community Schools,B015,Bethany Christian School,
2285,Wa-Nee Community Schools,A875,Clinton Christian School,
2285,Wa-Nee Community Schools,B009,Crossing Educational Center,
2285,Wa-Nee Community Schools,A990,Elkhart Christian Academy,11
2285,Wa-Nee Community Schools,D165,Marian High School,
2285,Wa-Nee Community Schools,D177,Mishawaka Catholic School,
8130,Warrick County School Corporation,D545,Christ The King School,
8130,Warrick County School Corporation,D485,Evansville Christian School,77
8130,Warrick County School Corporation,D525,Evansville Day School,
8130,Warrick County School Corporation,D625,Evansville Lutheran School,
8130,Warrick County School Corporation,D555,Good Shepherd School,
8130,Warrick County School Corporation,D565,Holy Rosary School,
8130,Warrick County School Corporation,D530,Mater Dei High School,
8130,Warrick County School Corporation,D535,Reitz Memorial High School,25
8130,Warrick County School Corporation,D610,Resurrection School,
8130,Warrick County School Corporation,D590,Saint Benedict Cathedral School,
8130,Warrick County School Corporation,D370,Saint Bernard School,
8130,Warrick County School Corporation,D815,Saint John The Baptist School,70
4415,Warsaw Community Schools,B015,Bethany Christian School,
4415,Warsaw Community Schools,A275,Crossroad Academy,
4415,Warsaw Community Schools,B595,Lakeland Christian Academy,41
4415,Warsaw Community Schools,B605,Sacred Heart School,36
4415,Warsaw Community Schools,B600,Warsaw Christian School,81
1405,Washington Community Schools,A665,Washington Catholic Elementary School,125
1405,Washington Community Schools,A660,Washington Catholic Middle/High School,103
4345,Wawasee Community School Corporation,A248,Ascension Lutheran School,
4345,Wawasee Community School Corporation,B595,Lakeland Christian Academy,
4345,Wawasee Community School Corporation,B605,Sacred Heart School,
4345,Wawasee Community School Corporation,B600,Warsaw Christian School,
1885,Wes-Del Community Schools,A746,Heritage Hall Christian School,
1885,Wes-Del Community Schools,A795,Saint Mary School,
1885,Wes-Del Community Schools,B136,The King's Academy,
6630,West Central School Corporation,B470,DeMotte Christian School,
6630,West Central School Corporation,D375,Saint Peter Lutheran School,
6630,West Central School Corporation,C375,Traders Point Christian Academy,
940,West Clark Community Schools,B045,Christian Academy of Indiana,33
940,West Clark Community Schools,D329,Grace Christian Academy,
940,West Clark Community Schools,B050,Holy Family School,
940,West Clark Community Schools,B060,Our Lady Of Perpetual School,
940,West Clark Community Schools,A575,Our Lady Of Providence High School,21
940,West Clark Community Schools,A570,Sacred Heart School,
940,West Clark Community Schools,A560,Saint Anthony School,
940,West Clark Community Schools,B067,Saint Mary of-the-Knobs Catholic School,
940,West Clark Community Schools,A550,Saint Paul School,38
7875,West Lafayette Community School Corporation,D415,Central Catholic Jr/Sr High School,
7875,West Lafayette Community School Corporation,B009,Crossing Educational Center,
7875,West Lafayette Community School Corporation,D452,Faith Christian School,
7875,West Lafayette Community School Corporation,D440,Lafayette Christian School,
7875,West Lafayette Community School Corporation,D425,Saint Lawrence Elementary School,
6065,West Noble School Corporation,B009,Crossing Educational Center,
8220,West Washington School Corporation,A575,Our Lady Of Providence High School,
8220,West Washington School Corporation,B510,Pope John XXIII School,
615,Western Boone County Community School District,C375,Traders Point Christian Academy,
3490,Western School Corporation,B009,Crossing Educational Center,
3490,Western School Corporation,C275,Heritage Christian School,
3490,Western School Corporation,B367,Redeemer Lutheran School,
3490,Western School Corporation,B395,Saints Joan of Arc & Patrick School,12
8355,Western Wayne Schools,D862,Community Christian School,
8355,Western Wayne Schools,D840,Saint Elizabeth Ann Seton School,
8355,Western Wayne Schools,B035,Saint Gabriel Parochial School,
3030,Westfield-Washington Schools,C360,Brebeuf Jesuit Preparatory School,
3030,Westfield-Washington Schools,C700,Cathedral High School,
3030,Westfield-Washington Schools,C495,Colonial Christian School,11
3030,Westfield-Washington Schools,B249,Guerin Catholic High School,12
3030,Westfield-Washington Schools,C475,Hasten Hebrew Academy Of Indianapolis,
3030,Westfield-Washington Schools,C275,Heritage Christian School,
3030,Westfield-Washington Schools,B190,Indiana Academy,
3030,Westfield-Washington Schools,C455,Indianapolis Junior Academy,
3030,Westfield-Washington Schools,B248,Legacy Christian School,
3030,Westfield-Washington Schools,C435,Saint Luke School,
3030,Westfield-Washington Schools,C445,Saint Monica School,
3030,Westfield-Washington Schools,C773,The Oaks Academy,
3030,Westfield-Washington Schools,C774,The Oaks Academy - Middle School,
3030,Westfield-Washington Schools,C375,Traders Point Christian Academy,
4525,Westview School Corporation,B015,Bethany Christian School,
4525,Westview School Corporation,A875,Clinton Christian School,
2980,White River Valley School District,C580,Calvary Christian School,
4760,Whiting School City,B970,Bishop Noll Institute,
4760,Whiting School City,B950,Saint Casimir School,11
4760,Whiting School City,B965,Saint John The Baptist School,
4455,Whitko Community School Corporation,B595,Lakeland Christian Academy,
4455,Whitko Community School Corporation,A104,Saint Joseph-Saint Elizabeth Campus II,
4455,Whitko Community School Corporation,D907,TROY Center,
4455,Whitko Community School Corporation,B600,Warsaw Christian School,23
8665,Whitley County Consolidated Schools,A120,Bishop Dwenger High School,
8665,Whitley County Consolidated Schools,A370,Central Lutheran School,
8665,Whitley County Consolidated Schools,A195,Concordia Lutheran High School,
